BIBTEXKEY,author_first,author_year,citation,study,summarized_in,pub_year,fig_table,age,age_units,age_mos,age_grp_rog,binoc_monoc,eye,n_participants,distance_cm,start_card_cyc_deg,mean_acuity_cyc_deg,lower_limit_cyc_deg,closest_card_cyc_deg,upper_limit_cyc_deg,sd,sd_units,country,card_type
Heersema1988-td,Heersema,Heersema1990,"Heersema, T., & van Hof-van Duin, J. (1988). Age norms for visual acuity at toddler age using the acuity card method in a clinical setting. Investigative Ophthalmology & Visual Science.",9,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,table_01,12,mos,,12,binoc,NA,20,55,NA,17.3,NA,NA,NA,0.4,octave,netherlands,tac_i
van-Hof-van-Duin1986-ne,van Hof-van Duin,van Hof-van Duin1986,"van Hof-van Duin, J., & Mohn, G. (1986). The development of visual acuity in normal fullterm and preterm infants. Vision Research, 26(6), 909–916. https://doi.org/10.1016/0042-6989(86)90149-5",6,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,table_01,12,mos,,12,binoc,NA,NA,NA,NA,10.2,NA,NA,NA,0.5,octave,NA,tac_i
Courage1990-xe,Courage,Courage1990,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",1,NA,,NA,24,mos,,24,binoc,NA,20,NA,NA,13.2,NA,NA,NA,0.5,octave,NA,tac_i
Kohl1988-kl,Kohl,Kohl1988,"Kohl, P., & Samek, M. (1988). Refractive error and preferential looking visual acuity in infants 12-24 months of age: year 2 of a longitudinal study. Journal of the American Optometric Association, 59(9), 686–690. https://www.ncbi.nlm.nih.gov/pubmed/3183283",7,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,NA,24,mos,,24,binoc,NA,18,NA,NA,20.9,NA,NA,NA,0.4,octave,NA,tac_i
McDonald1986-dl,McDonald,McDonald1986b,"McDONALD, M., Ankrum, C., Preston, K., Sebris, L. S., & Dobson, V. (1986). Monocular and binocular acuity estimation in 18- to 36-month-Olds: Acuity card results. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 63(3), 181. https://journals.lww.com/optvissci/abstract/1986/03000/monocular_and_binocular_acuity_estimation_in_18_.3.aspx?casa_token=647vBJpDpIoAAAAA:1ZnWoAk7cy0eEqwAoyo8V-i90mvy3NV424yr7ndvBVHZc2SClRvRioPieozj6acwf0Y88d3sfOSexAQ5NrKaVeE",8,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,NA,24,mos,,24,binoc,NA,9,NA,NA,14.9,NA,NA,NA,0.6,octave,us,tac_i
Heersema1988-td,Heersema,Heersema1988,"Heersema, T., & van Hof-van Duin, J. (1988). Age norms for visual acuity at toddler age using the acuity card method in a clinical setting. Investigative Ophthalmology & Visual Science.",9,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,NA,24,mos,,24,binoc,NA,20,NA,NA,18.8,NA,NA,NA,0.4,octave,netherlands,tac_i
Courage1990-xe,Courage,Courage1990,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",1,NA,,NA,36,mos,,36,binoc,NA,20,NA,NA,18.6,NA,NA,NA,0.5,octave,canada,tac_i
McDonald1986-dl,McDonald,McDonald1986b,"McDONALD, M., Ankrum, C., Preston, K., Sebris, L. S., & Dobson, V. (1986). Monocular and binocular acuity estimation in 18- to 36-month-Olds: Acuity card results. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 63(3), 181. https://journals.lww.com/optvissci/abstract/1986/03000/monocular_and_binocular_acuity_estimation_in_18_.3.aspx?casa_token=647vBJpDpIoAAAAA:1ZnWoAk7cy0eEqwAoyo8V-i90mvy3NV424yr7ndvBVHZc2SClRvRioPieozj6acwf0Y88d3sfOSexAQ5NrKaVeE",8,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,NA,36,mos,,36,binoc,NA,9,NA,NA,27.7,NA,NA,NA,0.5,octave,us,tac_i
Heersema1988-td,Heersema,Heersema1988,"Heersema, T., & van Hof-van Duin, J. (1988). Age norms for visual acuity at toddler age using the acuity card method in a clinical setting. Investigative Ophthalmology & Visual Science.",9,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,NA,36,mos,,36,binoc,NA,20,NA,NA,28.3,NA,NA,NA,0.4,octave,netherlands,tac_i
Wen2022-di,Wen,Wen2022,NA,NA,NA,,Wen2022-di_T1,NA,NA,,5.5,binoc,NA,34,NA,NA,3.25,NA,NA,NA,NA,NA,china,tac_ii
Wen2022-di,Wen,Wen2022,NA,NA,NA,,Wen2022-di_T1,NA,NA,,9,binoc,NA,10,NA,NA,4,NA,NA,NA,NA,NA,china,tac_ii
Wen2022-di,Wen,Wen2022,NA,NA,NA,,Wen2022-di_T1,NA,NA,,11,binoc,NA,14,NA,NA,4.8,NA,NA,NA,NA,NA,china,tac_ii
Wen2022-di,Wen,Wen2022,NA,NA,NA,,Wen2022-di_T1,NA,NA,,14.5,binoc,NA,9,NA,NA,9.8,NA,NA,NA,NA,NA,china,tac_ii
Wen2022-di,Wen,Wen2022,NA,NA,NA,,Wen2022-di_T1,NA,NA,,18.5,binoc,NA,14,NA,NA,9.7,NA,NA,NA,NA,NA,china,tac_ii
Wen2022-di,Wen,Wen2022,NA,NA,NA,,Wen2022-di_T2,NA,NA,,22,binoc,NA,49,NA,NA,13,NA,NA,NA,NA,NA,china,tac_ii
Wen2022-di,Wen,Wen2022,NA,NA,NA,,Wen2022-di_T3,NA,NA,,27.5,binoc,NA,19,NA,NA,13,NA,NA,NA,NA,NA,china,tac_ii
Wen2022-di,Wen,Wen2022,NA,NA,NA,,Wen2022-di_T4,NA,NA,,33.5,binoc,NA,6,NA,NA,26,NA,NA,NA,NA,NA,china,tac_ii
Wen2022-di,Rodriguez,Rodriguez1996,NA,NA,NA,,Rodriguez1996-ji_T8,NA,NA,,0.23076923076923078,binoc,NA,30,NA,NA,0.65,NA,NA,NA,NA,NA,mexico,tac_i
Wen2022-di,Rodriguez,Rodriguez1996,NA,NA,NA,,Rodriguez1996-ji_T9,NA,NA,,0.9230769230769231,binoc,NA,30,NA,NA,0.76,NA,NA,NA,NA,NA,mexico,tac_i
Wen2022-di,Rodriguez,Rodriguez1996,NA,NA,NA,,Rodriguez1996-ji_T10,NA,NA,,2.7692307692307696,binoc,NA,30,NA,NA,1.76,NA,NA,NA,NA,NA,mexico,tac_i
Wen2022-di,Rodriguez,Rodriguez1996,NA,NA,NA,,Rodriguez1996-ji_T11,NA,NA,,5.538461538461539,binoc,NA,30,NA,NA,5,NA,NA,NA,NA,NA,mexico,tac_i
Wen2022-di,Rodriguez,Rodriguez1996,NA,NA,NA,,Rodriguez1996-ji_T12,NA,NA,,11.076923076923078,binoc,NA,30,NA,NA,7.05,NA,NA,NA,NA,NA,mexico,tac_i
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,7.5,monoc,NA,73,NA,NA,5.72,NA,NA,NA,0.52,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,10.5,monoc,NA,76,NA,NA,5.58,NA,NA,NA,0.44,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,13.5,monoc,NA,47,NA,NA,5.98,NA,NA,NA,0.52,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,16.5,monoc,NA,41,NA,NA,6.56,NA,NA,NA,0.59,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,19.5,monoc,NA,38,NA,NA,7.54,NA,NA,NA,0.51,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,22.5,monoc,NA,40,NA,NA,7.37,NA,NA,NA,0.53,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,25.5,monoc,NA,32,NA,NA,10.71,NA,NA,NA,0.64,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,28.5,monoc,NA,39,NA,NA,9.71,NA,NA,NA,0.67,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,31.5,monoc,NA,25,NA,NA,12.41,NA,NA,NA,0.72,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,37.5,monoc,NA,31,NA,NA,11.81,NA,NA,NA,0.59,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,7.5,binoc,NA,81,NA,NA,6.33,NA,NA,NA,0.41,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,10.5,binoc,NA,84,NA,NA,6.43,NA,NA,NA,0.49,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,13.5,binoc,NA,63,NA,NA,6.74,NA,NA,NA,0.47,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,16.5,binoc,NA,61,NA,NA,7.34,NA,NA,NA,0.67,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,19.5,binoc,NA,53,NA,NA,7.57,NA,NA,NA,0.6,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,22.5,binoc,NA,53,NA,NA,9.02,NA,NA,NA,0.59,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,25.5,binoc,NA,45,NA,NA,10.96,NA,NA,NA,0.6,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,28.5,binoc,NA,43,NA,NA,12.08,NA,NA,NA,0.69,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,31.5,binoc,NA,26,NA,NA,12.8,NA,NA,NA,0.71,octave,australia,tac_ii
Leone2013-sl,Leone,Leone2014,NA,NA,NA,,Leone2014-rg,NA,NA,,37.5,binoc,NA,35,NA,NA,12.6,NA,NA,NA,0.58,octave,australia,tac_ii
Mayer1995-gd,Mayer,Mayer1995,"Mayer, D., Beiser, A., Warner, A. F., Pratt, E. M., Raye, K. N., & Lang, J. M. (1995). Monocular acuity norms for the Teller Acuity Cards between ages one month and four years. Investigative Ophthalmology & Visual Science, 36(3), 671–685. https://iovs.arvojournals.org/article.aspx?articleid=2179925",NA,NA,,Mayer1995-gd,1,mos,,1,monoc,NA,32,NA,0.22,0.94,0.44,NA,NA,NA,NA,NA,tac_ii
Mayer1995-gd,Mayer,Mayer1995,"Mayer, D., Beiser, A., Warner, A. F., Pratt, E. M., Raye, K. N., & Lang, J. M. (1995). Monocular acuity norms for the Teller Acuity Cards between ages one month and four years. Investigative Ophthalmology & Visual Science, 36(3), 671–685. https://iovs.arvojournals.org/article.aspx?articleid=2179926",NA,NA,,Mayer1995-gd,1.5,mos,,1.5,monoc,NA,40,NA,0.22,1.11,0.42,NA,NA,NA,NA,NA,tac_ii
Mayer1995-gd,Mayer,Mayer1995,"Mayer, D., Beiser, A., Warner, A. F., Pratt, E. M., Raye, K. N., & Lang, J. M. (1995). Monocular acuity norms for the Teller Acuity Cards between ages one month and four years. Investigative Ophthalmology & Visual Science, 36(3), 671–685. https://iovs.arvojournals.org/article.aspx?articleid=2179927",NA,NA,,Mayer1995-gd,2.5,mos,,2.5,monoc,NA,38,NA,0.44,2.16,0.43,NA,NA,NA,NA,NA,tac_ii
Mayer1995-gd,Mayer,Mayer1995,"Mayer, D., Beiser, A., Warner, A. F., Pratt, E. M., Raye, K. N., & Lang, J. M. (1995). Monocular acuity norms for the Teller Acuity Cards between ages one month and four years. Investigative Ophthalmology & Visual Science, 36(3), 671–685. https://iovs.arvojournals.org/article.aspx?articleid=2179928",NA,NA,,Mayer1995-gd,4,mos,,4,monoc,NA,40,NA,0.44,2.68,0.47,NA,NA,NA,NA,NA,tac_ii
Mayer1995-gd,Mayer,Mayer1995,"Mayer, D., Beiser, A., Warner, A. F., Pratt, E. M., Raye, K. N., & Lang, J. M. (1995). Monocular acuity norms for the Teller Acuity Cards between ages one month and four years. Investigative Ophthalmology & Visual Science, 36(3), 671–685. https://iovs.arvojournals.org/article.aspx?articleid=2179929",NA,NA,,Mayer1995-gd,6,mos,,6,monoc,NA,40,NA,0.86,5.65,0.47,NA,NA,NA,NA,NA,tac_ii
Mayer1995-gd,Mayer,Mayer1995,"Mayer, D., Beiser, A., Warner, A. F., Pratt, E. M., Raye, K. N., & Lang, J. M. (1995). Monocular acuity norms for the Teller Acuity Cards between ages one month and four years. Investigative Ophthalmology & Visual Science, 36(3), 671–685. https://iovs.arvojournals.org/article.aspx?articleid=2179930",NA,NA,,Mayer1995-gd,9,mos,,9,monoc,NA,39,NA,0.86,6.79,0.43,NA,NA,NA,NA,NA,tac_ii
Mayer1995-gd,Mayer,Mayer1995,"Mayer, D., Beiser, A., Warner, A. F., Pratt, E. M., Raye, K. N., & Lang, J. M. (1995). Monocular acuity norms for the Teller Acuity Cards between ages one month and four years. Investigative Ophthalmology & Visual Science, 36(3), 671–685. https://iovs.arvojournals.org/article.aspx?articleid=2179931",NA,NA,,Mayer1995-gd,12,mos,,12,monoc,NA,40,NA,0.86,6.42,0.29,NA,NA,NA,NA,NA,tac_ii
Mayer1995-gd,Mayer,Mayer1995,"Mayer, D., Beiser, A., Warner, A. F., Pratt, E. M., Raye, K. N., & Lang, J. M. (1995). Monocular acuity norms for the Teller Acuity Cards between ages one month and four years. Investigative Ophthalmology & Visual Science, 36(3), 671–685. https://iovs.arvojournals.org/article.aspx?articleid=2179932",NA,NA,,Mayer1995-gd,18,mos,,18,monoc,NA,40,NA,1.57,8.59,0.37,NA,NA,NA,NA,NA,tac_ii
Mayer1995-gd,Mayer,Mayer1995,"Mayer, D., Beiser, A., Warner, A. F., Pratt, E. M., Raye, K. N., & Lang, J. M. (1995). Monocular acuity norms for the Teller Acuity Cards between ages one month and four years. Investigative Ophthalmology & Visual Science, 36(3), 671–685. https://iovs.arvojournals.org/article.aspx?articleid=2179933",NA,NA,,Mayer1995-gd,24,mos,,24,monoc,NA,40,NA,1.57,9.57,0.27,NA,NA,NA,NA,NA,tac_ii
Mayer1995-gd,Mayer,Mayer1995,"Mayer, D., Beiser, A., Warner, A. F., Pratt, E. M., Raye, K. N., & Lang, J. M. (1995). Monocular acuity norms for the Teller Acuity Cards between ages one month and four years. Investigative Ophthalmology & Visual Science, 36(3), 671–685. https://iovs.arvojournals.org/article.aspx?articleid=2179934",NA,NA,,Mayer1995-gd,30,mos,,30,monoc,NA,40,NA,1.57,11.52,0.48,NA,NA,NA,NA,NA,tac_ii
Mayer1995-gd,Mayer,Mayer1995,"Mayer, D., Beiser, A., Warner, A. F., Pratt, E. M., Raye, K. N., & Lang, J. M. (1995). Monocular acuity norms for the Teller Acuity Cards between ages one month and four years. Investigative Ophthalmology & Visual Science, 36(3), 671–685. https://iovs.arvojournals.org/article.aspx?articleid=2179935",NA,NA,,Mayer1995-gd,36,mos,,36,monoc,NA,39,NA,3.55,21.81,0.36,NA,NA,NA,NA,NA,tac_ii
Mayer1995-gd,Mayer,Mayer1995,"Mayer, D., Beiser, A., Warner, A. F., Pratt, E. M., Raye, K. N., & Lang, J. M. (1995). Monocular acuity norms for the Teller Acuity Cards between ages one month and four years. Investigative Ophthalmology & Visual Science, 36(3), 671–685. https://iovs.arvojournals.org/article.aspx?articleid=2179936",NA,NA,,Mayer1995-gd,48,mos,,48,monoc,NA,32,NA,3.55,24.81,0.31,NA,NA,NA,NA,NA,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555790",NA,NA,,Sarbajna2024-yo,3,mos,,3,monoc,OD,7,NA,NA,2.45,NA,NA,NA,1.11,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555791",NA,NA,,Sarbajna2024-yo,4,mos,,4,monoc,OD,12,NA,NA,3.62,NA,NA,NA,1.09,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555792",NA,NA,,Sarbajna2024-yo,5,mos,,5,monoc,OD,6,NA,NA,4.87,NA,NA,NA,2.24,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555793",NA,NA,,Sarbajna2024-yo,3,mos,,3,monoc,OS,7,NA,NA,2.45,NA,NA,NA,1.11,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555794",NA,NA,,Sarbajna2024-yo,4,mos,,4,monoc,OS,12,NA,NA,3.53,NA,NA,NA,1.06,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555795",NA,NA,,Sarbajna2024-yo,5,mos,,5,monoc,OS,6,NA,NA,4.87,NA,NA,NA,2.24,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555796",NA,NA,,Sarbajna2024-yo,3,mos,,3,binoc,OU,7,NA,NA,2.52,NA,NA,NA,1.35,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555797",NA,NA,,Sarbajna2024-yo,4,mos,,4,binoc,OU,12,NA,NA,3.02,NA,NA,NA,1.06,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555798",NA,NA,,Sarbajna2024-yo,5,mos,,5,binoc,OU,6,NA,NA,3.59,NA,NA,NA,2.24,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555799",NA,NA,,Sarbajna2024-yo,6,mos,,6,monoc,OD,6,NA,NA,5.65,NA,NA,NA,2.28,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555800",NA,NA,,Sarbajna2024-yo,7,mos,,7,monoc,OD,10,NA,NA,5.74,NA,NA,NA,2.47,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555801",NA,NA,,Sarbajna2024-yo,8,mos,,8,monoc,OD,8,NA,NA,7.01,NA,NA,NA,2.67,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555802",NA,NA,,Sarbajna2024-yo,6,mos,,6,monoc,OS,6,NA,NA,5.65,NA,NA,NA,2.28,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555803",NA,NA,,Sarbajna2024-yo,7,mos,,7,monoc,OS,10,NA,NA,7.75,NA,NA,NA,2.47,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555804",NA,NA,,Sarbajna2024-yo,8,mos,,8,monoc,OS,8,NA,NA,7.01,NA,NA,NA,2.67,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555805",NA,NA,,Sarbajna2024-yo,6,mos,,6,binoc,OU,6,NA,NA,5.93,NA,NA,NA,2.2,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555806",NA,NA,,Sarbajna2024-yo,7,mos,,7,binoc,OU,10,NA,NA,5.82,NA,NA,NA,2.35,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555807",NA,NA,,Sarbajna2024-yo,8,mos,,8,binoc,OU,8,NA,NA,7.01,NA,NA,NA,2.67,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555808",NA,NA,,Sarbajna2024-yo,9,mos,,9,monoc,OD,1,NA,NA,6.5,NA,NA,NA,NA,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555809",NA,NA,,Sarbajna2024-yo,9,mos,,9,monoc,OS,1,NA,NA,6.5,NA,NA,NA,NA,cyc_deg,india,tac_ii
